n1;SYMBOL;ROUR;CZAS_AG;CZAS_AE;PI0;PI1A;PI1B;PI1C;PI2A;PI2B;PI2C;PI3A;PI3B;PI3C;PI4;PI5A;PI6A;PI5B;PI6B;PI5C;PI6C;PI5D;PI6D;PI5E;PI6E;PI5F;PI6F;PI5G;PI6G;PIM1;PIM2A;PIM2B;CZAS_AJ;CZAS_AH;PIM2BT1;PIM2BT2;PIM2BT3;PIM2BT4;PIM2BT5;PIM2BT6;PIM2BT7;PIM2BT8;survid;idenresp;respid;tydzien;databad;dzientyg;okregsmg;proba;ankieter;czaswmin;zgoda;kodgus;gmina;nts;powiat;region44;wojew49;wojew16;makrogus;region17;region7;ludnosc;klasawlk;wlkmsc4;wybrmta;plec;dataurod;rokurodz;zodiak;wiek;wiekco5;wiekco10;wiek4kat;plecwiek;stancyw;stancyw3;eduk12;eduk;eduk4;eduk4u;sytzaw;sytprc;sytdor;sytbez;syteme;sytucz;sytdom;syturl;sytinn;prac;prac1;isco2;isco;zawod;status;wlas;kier;dosobkat;dosobpln;wlkgosp;wlkgosp5;wlkgosp6;osob1575;dziecima;dzcisamo;faza_zyc;dzcigosp;dzci0002;dzci0306;dzci0714;dzci1517;dzre0002;dzre0306;dzre0714;dzre1517;dzre1824;dzre2560;ldzci00;ldzci01;ldzci02;ldzci03;ldzci04;ldzci05;ldzci06;ldzci07;ldzci08;ldzci09;ldzci10;ldzci11;ldzci12;ldzci13;ldzci14;ldzci15;ldzci16;ldzci17;ldzre00;ldzre01;ldzre02;ldzre03;ldzre04;ldzre05;ldzre06;ldzre07;ldzre08;ldzre09;ldzre10;ldzre11;ldzre12;ldzre13;ldzre14;ldzre15;ldzre16;ldzre17;ldzre18;ldzre19;ldzre20;ldzre21;ldzre22;ldzre23;ldzre24;ldzre25;ldzre26;ldzre27;ldzre28;ldzre29;ldzre30;ldzre31;ldzre32;ldzre33;ldzre34;ldzre35;ldzre36;ldzre37;ldzre38;ldzre39;ldzre40;ldzre41;ldzre42;ldzre43;ldzre44;ldzre45;ldzre46;ldzre47;ldzre48;ldzre49;ldzre50;ldzre51;ldzre52;ldzre53;ldzre54;ldzre55;ldzre56;ldzre57;ldzre58;ldzre59;ldzre60;dzieci00;dzieci01;dzieci02;dzieci03;dzieci04;dzieci05;dzieci06;dzieci07;dzieci08;dzieci09;dzieci10;dzieci11;dzieci12;dzieci13;dzieci14;dzieci15;dzieci16;dzieci17;dzcire00;dzcire01;dzcire02;dzcire03;dzcire04;dzcire05;dzcire06;dzcire07;dzcire08;dzcire09;dzcire10;dzcire11;dzcire12;dzcire13;dzcire14;dzcire15;dzcire16;dzcire17;dzcire18;dzcire19;dzcire20;dzcire21;dzcire22;dzcire23;dzcire24;dzcire25;dzcire26;dzcire27;dzcire28;dzcire29;dzcire30;dzcire31;dzcire32;dzcire33;dzcire34;dzcire35;dzcire36;dzcire37;dzcire38;dzcire39;dzcire40;dzcire41;dzcire42;dzcire43;dzcire44;dzcire45;dzcire46;dzcire47;dzcire48;dzcire49;dzcire50;dzcire51;dzcire52;dzcire53;dzcire54;dzcire55;dzcire56;dzcire57;dzcire58;dzcire59;dzcire60;pozycja;zakupy;g_kto;g_plec;g_wiek;g_wiek5;g_wiek10;g_eduk12;g_eduk;g_eduk4;g_eduk4u;g_sytzaw;g_sytprc;g_sytdor;g_sytbez;g_syteme;g_sytucz;g_sytdom;g_syturl;g_sytinn;g_prac;g_prac1;g_isco2;g_isco;g_zawod;g_status;g_wlas;g_kier;d_kto;d_plec;d_wiek;d_wiek5;d_wiek10;d_eduk12;d_eduk;d_eduk4;d_eduk4u;d_sytzaw;d_sytprc;d_sytdor;d_sytbez;d_syteme;d_sytucz;d_sytdom;d_syturl;d_sytinn;d_prac;d_prac1;d_isco2;d_isco;d_zawod;d_status;d_wlas;d_kier;klasspol;dgospkat;dgosppln;dnaospln;dnaoskat;sytmat;gosppies;gosp_kot;gosp_tel;gospkomo;gospkomp;gosp_cd;gosp_vcr;gospogro;gospweek;tv_kabel;tv_satel;gospsmch;smch_ile;smchsegm;smchmark;smchmodl;jezykczy;jezykjak;jezykang;jezyknie;jezykfra;jezykros;os01rour;os01plec;os01pokr;os01wiek;os02rour;os02plec;os02pokr;os02wiek;os03rour;os03plec;os03pokr;os03wiek;os04rour;os04plec;os04pokr;os04wiek;os05rour;os05plec;os05pokr;os05wiek;os06rour;os06plec;os06pokr;os06wiek;os07rour;os07plec;os07pokr;os07wiek;os08rour;os08plec;os08pokr;os08wiek;os09rour;os09plec;os09pokr;os09wiek;os10rour;os10plec;os10pokr;os10wiek;os11rour;os11plec;os11pokr;os11wiek;os12rour;os12plec;os12pokr;os12wiek;WAGAPRB;WAGAPOP;WGOSPPRB;WGOSPPOP;Q1;Q2;Q3
176921;OMNI05C/2011v3;1992;1802:24;1802:24;1;2;2;2;9;9;9;2;1;1;2;2;9;1;1;1;1;1;3;1;1;2;9;2;9;1;1;2;1808:12;1808:12; ; ; ; ; ; ; ; ;11R-000-5C;05-5940-028;11R-000-5C*05-5940-028;595;20110523;1;5;2;50007;44;1;19317;2214011;5.6.22.42.14.01.1;2214;29;19;22;5;3;7;60;5;2;99;1;19920415;1992;2;19;1;1;1;1;1;1;3;2;1;1;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;1;100;8;5;6;4;0;2;1;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;44;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7122;7;4;2;2;3;2;43;6;4;2;2;1;1;3;0;0;1;0;0;0;0;0;1;1;91;9132;8;9;2;2;4;12;2750;344;3;2;0;0;0;1;1;0;0;0;0;0;1;0;0;99;99;9999;1;0;1;0;0;0;1966;1;3;44;1967;2;3;43;1989;1;4;22;1992;1;0;19;1996;2;4;14;1996;1;4;14;1997;2;4;14;2001;1;4;10;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;2,1273767164485;64034,71835787;,492196391;6943,849327;1;1;2
176931;OMNI05C/2011v3;1977;1933:00;1933:00;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;1;1;2;9;2;9;1;2;9;1935:10;1935:10; ; ; ; ; ; ; ; ;11R-000-5C;05-5940-031;11R-000-5C*05-5940-031;595;20110523;1;5;2;50007;63;1;19317;2214011;5.6.22.42.14.01.1;2214;29;19;22;5;3;7;60;5;2;99;2;19770307;1977;1;34;4;3;2;6;3;2;2;2;1;1;3;0;0;1;0;0;0;0;0;1;1;91;9132;8;9;2;2;3;500;9;5;6;3;1;2;4;3;1;2;3;1;1;2;3;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;37;5;3;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7129;7;4;2;2;1;2;34;4;3;2;2;1;1;3;0;0;1;0;0;0;0;0;1;1;91;9132;8;9;2;2;4;12;2750;306;3;2;0;0;0;1;1;0;0;1;0;0;1;0;0;99;99;9999;1;0;0;0;0;1;1974;1;1;37;1977;2;0;34;1994;1;2;17;1996;1;2;14;1997;1;2;13;2003;2;2;7;2005;2;2;5;2007;2;2;3;2010;2;2;1;9999;9;9;99;9999;9;9;99;9999;9;9;99;,89394038364908;26907,89094997;,492196391;6943,849327;1;2;2
176971;OMNI05C/2011v3;1953;1425:44;1425:44;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1429:06;1429:06; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-012;11R-000-5C*06-5940-012;595;20110523;1;6;2;60731;45;1;27101;2469011;5.2.24.48.69.01.1;2469;33;27;24;3;4;4;308;7;3;26;1;19530203;1953;12;58;9;5;3;3;4;3;4;3;2;2;2;0;1;0;1;0;0;0;0;1;9;91;9132;8;5;2;2;12;2750;1;1;1;1;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;58;9;5;4;3;2;2;2;0;1;0;1;0;0;0;0;1;9;91;9132;8;5;2;2;1;1;58;9;5;4;3;2;2;2;0;1;0;1;0;0;0;0;1;9;91;9132;8;5;2;2;5;12;2750;2750;14;3;1;0;0;1;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1953;1;0;58;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,91603821708048;27573,04279128;1,3268905368;18719,617065;2;9;9
176981;OMNI05C/2011v3;1971;1536:49;1536:49;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1537:21;1537:21; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-013;11R-000-5C*06-5940-013;595;20110523;1;6;2;60731;45;1;27101;2469011;5.2.24.48.69.01.1;2469;33;27;24;3;4;4;308;7;3;26;2;19530202;1953;12;58;9;5;3;7;2;2;2;2;1;1;7;0;0;0;0;0;0;1;0;1;1;98;9998;98;10;2;2;0;0;5;4;5;4;1;1;6;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;46;7;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7111;7;4;2;2;1;2;58;9;5;2;2;1;1;7;0;0;0;0;0;0;1;0;1;1;98;9998;98;10;2;2;4;12;2750;550;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1953;2;0;58;1964;1;1;46;1991;1;2;19;1994;1;2;16;2000;1;2;11;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,88480099958662;26632,79257182;1,7929549858;25294,8;2;9;9
177031;OMNI05C/2011v3;1984;1600:58;1600:58;1;2;2;2;9;9;9;2;1;1;2;2;9;2;9;1;2;2;9;1;2;2;9;2;9;1;2;9;1604:19;1604:19; ; ; ; ; ; ; ; ;11R-000-5C;27-5940-006;11R-000-5C*27-5940-006;595;20110523;1;27;2;270333;35;1;23149;210034;5.5.02.01.10.03.4;210;1;23;2;4;16;5;5;2;2;99;1;19840624;1984;5;26;3;2;2;2;1;1;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7129;7;4;2;2;6;1100;6;5;6;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;26;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7129;7;4;2;2;3;2;61;10;6;4;3;2;2;4;0;0;0;1;0;0;0;0;1;1;74;7432;7;7;2;2;4;12;2750;458;4;3;1;1;1;1;1;0;1;1;0;0;0;1;1;2;70;7016;1;1;0;0;0;0;1950;2;3;61;1975;1;4;36;1977;1;4;33;1981;2;4;29;1984;1;0;26;1985;1;4;26;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,99284151819078;29884,84667515;,4710599139;6645,658371;1;1;2
177141;OMNI05C/2011v3;1995;1510:15;1510:15;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1510:32;1510:32; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-087;11R-000-5C*06-5940-087;595;20110523;1;6;2;61253;25;1;27441;2477011;5.2.24.51.77.01.1;2477;33;27;24;3;4;4;129;6;3;99;1;99999998;1994;98;16;1;1;1;1;1;1;3;2;1;1;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;0;0;3;2;3;2;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;42;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;3;2;42;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;8;12;2750;917;7;3;0;0;1;1;1;1;1;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1969;2;3;42;1994;1;0;16;2002;1;4;9;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,84438473146633;25416,24999798;,7919280353;11172,428435;2;9;9
177171;OMNI05C/2011v3;1975;1741:41;1741:41;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1741:52;1741:52; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-037;11R-000-5C*06-5940-037;595;20110526;4;6;2;61253;25;1;27169;2465011;5.2.24.50.65.01.1;2465;33;27;24;3;4;4;128;6;3;27;2;99999998;1976;98;34;4;3;2;6;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;97;99998;3;2;3;2;1;2;6;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;34;4;3;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;1;2;34;4;3;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;5;12;2750;917;7;3;0;0;1;1;1;0;1;1;0;0;1;1;1;1;24;2420;1;3;2;0;0;0;1975;1;1;36;1976;2;0;34;2001;1;2;9;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,98806222056187;29740,98829067;,7919280353;11172,428435;2;9;9
177231;OMNI05C/2011v3;1952;2059:00;2059:00;1;2;2;2;9;9;9;2;2;2;9;2;9;1;2;2;9;2;9;2;9;3;9;2;9;2;9;9;2059:30;2059:30; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-085;11R-000-5C*06-5940-085;595;20110523;1;6;2;61253;25;1;27441;2477011;5.2.24.51.77.01.1;2477;33;27;24;3;4;4;129;6;3;99;2;99999998;1952;98;58;9;5;3;7;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;8;1500;3;2;3;2;1;2;6;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;58;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;1;2;58;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;8;12;2750;917;7;3;0;0;1;0;1;1;1;1;0;1;1;0;0;99;99;9999;1;3;2;0;0;0;1952;2;0;58;1955;1;1;56;1998;1;2;13;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,19170800684314;35870,79147431;,7919280353;11172,428435;1;4;9
177261;OMNI05C/2011v3;1989;1421:57;1421:57;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;1;3;2;9;1;3;2;9;2;9;1;3;9;1425:23;1425:23; ; ; ; ; ; ; ; ;11R-000-5C;03-5940-021;11R-000-5C*03-5940-021;595;20110523;1;3;1;30235;50;2;9513;2202025;5.6.22.41.02.02.5;2202;28;9;22;2;2;7;9;1;1;99;2;19890714;1989;5;21;2;2;1;5;1;1;9;8;4;3;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;0;0;4;3;4;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;49;7;4;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;22;2213;2;1;2;2;3;2;49;7;4;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;23;2331;2;1;2;1;1;12;2750;688;6;3;0;0;1;1;1;1;0;0;0;0;1;0;0;99;99;9999;1;0;1;1;0;0;1961;1;3;49;1961;2;3;49;1988;2;4;23;1989;2;0;21;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,64396003823332;19383,40274347;,5022816956;7086,131629;1;2;2
177401;OMNI05C/2011v3;1992;1602:49;1602:49;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;1;2;9;1603:32;1603:32; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-024;11R-000-5C*11-5940-024;595;20110523;1;11;1;110139;37;1;95109;602011;5.3.06.10.02.01.1;602;8;95;6;7;8;2;27;4;2;99;2;19921115;1992;9;18;1;1;1;5;1;1;9;8;4;3;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;0;0;7;5;6;6;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;68;11;6;10;8;4;4;4;0;0;0;1;0;0;0;0;1;1;13;1310;1;7;2;1;3;1;68;11;6;10;8;4;4;4;0;0;0;1;0;0;0;0;1;1;13;1310;1;7;2;1;1;12;2750;393;3;3;0;0;0;1;1;0;0;0;0;1;0;1;1;4;62;6236;1;5;3;3;0;0;1942;1;3;68;1957;2;3;54;1979;1;6;31;1980;2;4;30;1988;1;4;23;1992;2;0;18;2002;2;6;8;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,29575337837423;39002,59037524;,565805371;7982,316239;1;1;2
177451;OMNI05C/2011v3;1993;2044:30;2044:30;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;9;2044:50;2044:50; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-025;11R-000-5C*11-5940-025;595;20110523;1;11;2;110139;30;1;95109;602011;5.3.06.10.02.01.1;602;8;95;6;7;8;2;27;4;2;99;2;19930219;1993;1;18;1;1;1;5;1;1;9;8;4;3;5;0;0;0;0;1;0;0;1;2;2;99;9999;99;8;9;9;0;0;4;3;4;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;43;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;3;2;40;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;4;12;2750;688;6;3;0;0;0;1;1;0;0;0;0;0;1;1;1;3;84;8424;1;3;2;0;0;0;1968;1;3;43;1970;2;3;40;1990;1;4;21;1993;2;0;18;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,29575337837423;39002,59037524;1,0533071241;14859,93416;1;2;2
177481;OMNI05C/2011v3;1981;1820:07;1820:07;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;1;2;2;9;2;9;2;9;1;1;3;1821:48;1821:48; ; ; ; ; ; ; ; ;11R-000-5C;14-5940-033;11R-000-5C*14-5940-033;595;20110523;1;14;2;146625;43;1;63229;3030024;5.4.30.58.30.02.4;3030;39;63;30;2;12;6;4;2;2;99;1;19810315;1981;1;30;4;3;2;2;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;51;5141;5;3;1;1;97;99998;3;2;3;2;1;2;5;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;30;4;3;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;51;5141;5;3;1;1;1;1;30;4;3;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;51;5141;5;3;1;1;3;12;2750;917;7;4;1;0;1;1;1;1;1;0;0;0;1;1;1;4;14;1464;1;0;1;0;0;1;1981;1;0;30;1983;2;1;28;2006;2;2;4;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,23542386549718;37186,65277665;1,0443934463;14734,181033;1;2;1
